_id,name,property_ids[0],property_ids[1],property_ids[2],property_ids[3]
67562050b4fb0dbff644bab0,Aeterna Ears,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb1e
67562050b4fb0dbff644bab1,Amillaria,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb1e,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bab2,Artichoke,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb31
67562050b4fb0dbff644bab3,Baldris Root,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb33,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bab4,Bear Claw,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb1b
67562050b4fb0dbff644bab5,Bee,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb1b,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bab6,Bird Egg,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb1b,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bab7,Black Claw,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb31,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bab8,Blue Butterfly Wing,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb1e
67562050b4fb0dbff644bab9,Bone Meal,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb1b,67562083b4fb0dbff644bb24
67562050b4fb0dbff644baba,Bug Eggs,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb1b,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644babb,Chicken Egg,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb1b,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644babc,Claw,67562083b4fb0dbff644bb18,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb2b
67562050b4fb0dbff644babd,Crab Shell,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb22
67562050b4fb0dbff644babe,Dark Tartak,67562083b4fb0dbff644bb2f,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb1e,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644babf,Date,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb18
67562050b4fb0dbff644bac0,Demon Heart,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb16
67562050b4fb0dbff644bac1,Ectoplasm,67562083b4fb0dbff644bb2e,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb1b,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bac2,Endralean Cotton,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb27
67562050b4fb0dbff644bac3,Ethereal Ectoplasm,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb32,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644bac4,Feathers,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb29,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bac5,Feline Cat Teeth,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644bac6,Fire Salt,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb1e,67562083b4fb0dbff644bb31,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bac7,Firefinch Egg,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb2d
67562050b4fb0dbff644bac8,Firefly,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb31,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644bac9,Fish Eggs,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb32,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb29
67562050b4fb0dbff644baca,Fish Scales,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644bacb,Flour,67562083b4fb0dbff644bb30,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb29,67562083b4fb0dbff644bb22
67562050b4fb0dbff644bacc,Fog Sponge,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb2b
67562050b4fb0dbff644bacd,Frost Salt,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644bace,Garlic,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb2e,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb28
67562050b4fb0dbff644bacf,Ghost Wrapping,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb1b,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bad0,Glimmerdust,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bad1,Glow Dust,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb2c,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bad2,Grimbulin,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb2b
67562050b4fb0dbff644bad3,Hammerbird Egg,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb1e
67562050b4fb0dbff644bad4,Hanging Moss,67562083b4fb0dbff644bb2e,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb29,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bad5,Hawk Claw,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb29,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bad6,Hawk Feathers,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bad7,Holly Berry,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb32,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb27
67562050b4fb0dbff644bad8,Ingredient,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb31
67562050b4fb0dbff644bad9,Juniper Berries,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb29
67562050b4fb0dbff644bada,Large Antlers,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb1e,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644badb,Laundress Mushroom,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb28
67562050b4fb0dbff644badc,Lavender,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb29
67562050b4fb0dbff644badd,Leafgull Egg,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb1e,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bade,Leucoagaricus,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb27
67562050b4fb0dbff644badf,Lichen,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bae0,Longfin,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb32,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bae1,Lube Oil,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb27
67562050b4fb0dbff644bae2,Mana Salt,67562083b4fb0dbff644bb2e,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bae3,Mandragora,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb1e,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bae4,Moon Carrot Pulp,67562083b4fb0dbff644bb18,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb2a
67562050b4fb0dbff644bae5,Mora Tapinella,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb22
67562050b4fb0dbff644bae6,Moth Wings,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb33,67562083b4fb0dbff644bb31,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bae7,Mud Morel,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb28
67562050b4fb0dbff644bae8,Nightshade,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb2b
67562050b4fb0dbff644bae9,Orange Dragonfly Wing,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb25
67562050b4fb0dbff644baea,Peaceweed,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb22
67562050b4fb0dbff644baeb,Peakdasher Egg,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb24
67562050b4fb0dbff644baec,Pearl,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb24
67562050b4fb0dbff644baed,Purple Malphas Flower,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644baee,Rat Meat,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb1b,67562083b4fb0dbff644bb24
67562050b4fb0dbff644baef,Rat Skin,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb31
67562050b4fb0dbff644baf0,Ravener Egg,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb16
67562050b4fb0dbff644baf1,Red Malphas Flower,67562083b4fb0dbff644bb18,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb32,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644baf2,Red Russula,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644baf3,Red Vynroot,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb33,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644baf4,Redfish,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb31
67562050b4fb0dbff644baf5,River Snapper,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb31
67562050b4fb0dbff644baf6,Root,67562083b4fb0dbff644bb33,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644baf7,Salt,67562083b4fb0dbff644bb30,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb29
67562050b4fb0dbff644baf8,Salt Root,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644baf9,Sheer Cap,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bafa,Silverling,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb18
67562050b4fb0dbff644bafb,Small Antlers,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb29,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bafc,Small Pearl,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb2c,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bafd,Specter Tooth,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bafe,Spicy Grass,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb1e
67562050b4fb0dbff644baff,Spiddal Cane,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb32
67562050b4fb0dbff644bb00,Spider Egg,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bb01,Sporecrown,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb18
67562050b4fb0dbff644bb02,Stain Mushroom,67562083b4fb0dbff644bb18,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb19
67562050b4fb0dbff644bb03,Sugar,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb28,67562083b4fb0dbff644bb29,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644bb04,Taproot,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb30,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bb05,Thistle,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb27
67562050b4fb0dbff644bb06,Tobacco,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb29
67562050b4fb0dbff644bb07,Troll Fat,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bb08,Tuber,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bb09,Tyarge Fat,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb18
67562050b4fb0dbff644bb0a,Vatyr Ear,67562083b4fb0dbff644bb1a,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb17,67562083b4fb0dbff644bb21
67562050b4fb0dbff644bb0b,Vatyr Eyeball,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb29,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bb0c,Vatyr's Tongue,67562083b4fb0dbff644bb1c,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb28
67562050b4fb0dbff644bb0d,Void Salt,67562083b4fb0dbff644bb18,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb25,67562083b4fb0dbff644bb24
67562050b4fb0dbff644bb0e,Vynroot,67562083b4fb0dbff644bb2a,67562083b4fb0dbff644bb26,67562083b4fb0dbff644bb27,67562083b4fb0dbff644bb19
67562050b4fb0dbff644bb0f,Wheat,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb17
67562050b4fb0dbff644bb10,Whisperweed,67562083b4fb0dbff644bb1d,67562083b4fb0dbff644bb22,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb2c
67562050b4fb0dbff644bb11,Wild Berry,67562083b4fb0dbff644bb1f,67562083b4fb0dbff644bb23,67562083b4fb0dbff644bb2d,67562083b4fb0dbff644bb2e
67562050b4fb0dbff644bb12,Wolf Claws,67562083b4fb0dbff644bb20,67562083b4fb0dbff644bb2e,67562083b4fb0dbff644bb16,67562083b4fb0dbff644bb2f
67562050b4fb0dbff644bb13,Yellow Butterfly Wing,67562083b4fb0dbff644bb21,67562083b4fb0dbff644bb2b,67562083b4fb0dbff644bb19,67562083b4fb0dbff644bb2e
